PL_NAME,SPEC_TYPE,BIBCODE,AUTHORS,AUTHORS_UNACCENTED,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE,SPEC_ID,SPEC_PATH,ROW_IDX,ROW_NUM
HD 209458 b,Transmission,2016Natur.529...59S,Sing et al. 2016,Sing et al. 2016,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.1217,1.6391,,,,3.11218_3717_2,77/83/37/95/HD_209458_b_3.11218_3717_2.tbl,192,192
HD 209458 b,Transmission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,3.11218_5219_45,52/19/28/34/HD_209458_b_3.11218_5219_45.tbl,193,193
HD 209458 b,Transmission,2023A&A...677A..51P,Panek et al. 2023,Panek et al. 2023,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.0994,1.6616,,,,3.11218_5295_1,24/39/78/11/HD_209458_b_3.11218_5295_1.tbl,194,194
HD 209458 b,Transmission,2024ApJ...963L...5X,Xue et al. 2024,Xue et al. 2024,69,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.38,4.98,,,"Figure 6, Sparta pipeline",3.11218_5413_51,32/91/31/49/HD_209458_b_3.11218_5413_51.tbl,195,195
HD 209458 b,Transmission,2024ApJ...963L...5X,Xue et al. 2024,Xue et al. 2024,69,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.38,4.98,,,"Figure 6, Eureka! pipeline",3.11218_5413_50,06/77/10/29/HD_209458_b_3.11218_5413_50.tbl,196,196
HD 97658 b,Transmission,2014ApJ...794..155K,Knutson et al. 2014,Knutson et al. 2014,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.132,1.622,2456665.467,2456665.467,,3.11371_3424_1,20/04/94/68/HD_97658_b_3.11371_3424_1.tbl,197,197
HD 97658 b,Transmission,2023ApJS..269...31E,Edwards et al. 2023,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141,3.11371_5286_46,09/54/73/45/HD_97658_b_3.11371_5286_46.tbl,198,198
Qatar-1 b,Emission,2015ApJ...802...28C,Croll et al. 2015,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.15,2.15,,,"Table 5, Qatar-1 Ks band",3.11424_4119_1,61/10/56/16/Qatar_1_b_3.11424_4119_1.tbl,199,199
Qatar-1 b,Emission,2018A&A...610A..55G,Garhart et al. 2018,Garhart et al. 2018,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1,3.11424_4187_1,66/51/90/65/Qatar_1_b_3.11424_4187_1.tbl,200,200
Qatar-1 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11424_5410_9,15/25/49/50/Qatar_1_b_3.11424_5410_9.tbl,201,201
Qatar-1 b,Transmission,2017A&A...603A..20V,von Essen et al. 2017,von Essen et al. 2017,12,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Frederick C. Gillett Gemini North Telescope at Mauna Kea Observatory,0.53,0.704,,,,3.11424_4004_1,35/34/28/92/Qatar_1_b_3.11424_4004_1.tbl,202,202
Qatar-1 b,Transmission,2023A&A...675A..62J,Jiang et al. 2023,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,,,,3.11424_5312_1,61/18/80/40/Qatar_1_b_3.11424_5312_1.tbl,203,203
TrES-1 b,Emission,2014ApJ...797...42C,Cubillos et al. 2014,Cubillos et al. 2014,5,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,16,,,eclipse depth taken from Abstract,3.11430_3479_1,60/30/87/71/TrES_1_b_3.11430_3479_1.tbl,204,204
TrES-1 b,Emission,2005ApJ...626..523C,Charbonneau et al. 2005,Charbonneau et al. 2005,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,8,,,"Bright. temp from text, Section 4, 2nd para.",3.11430_4071_1,90/60/12/20/TrES_1_b_3.11430_4071_1.tbl,205,205
TrES-3 b,Emission,2011ApJ...726...94C,Christiansen et al. 2011,Christiansen et al. 2011,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,,,Table 6,3.11431_3153_1,97/39/15/28/TrES_3_b_3.11431_3153_1.tbl,206,206
TrES-3 b,Emission,2010ApJ...711..374F,Fressin et al. 2010,Fressin et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 1,3.11431_4086_1,76/03/26/15/TrES_3_b_3.11431_4086_1.tbl,207,207
TrES-3 b,Emission,2010ApJ...718..920C,Croll et al. 2010,Croll et al. 2010,1,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.146,2.146,,,"Table 1, MCMC Ks-band Solution",3.11431_4088_1,30/14/31/46/TrES_3_b_3.11431_4088_1.tbl,208,208
TrES-3 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Figure 2,3.11431_5219_125,61/47/19/78/TrES_3_b_3.11431_5219_125.tbl,209,209
TrES-3 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,,,Figure 2,3.11431_5219_124,81/84/12/72/TrES_3_b_3.11431_5219_124.tbl,210,210
TrES-3 b,Transmission,2017PASP..129f4401R,Ricci et al. 2017,Ricci et al. 2017,1,MEXMAN,National Autonomous University of Mexico (UNAM) 0.84m Telescope at El Observatorio Astronomico Nacional/Sierra San Pedro Martir (OAN/SPM),0.894,0.894,,,,3.11431_3991_1,89/02/97/48/TrES_3_b_3.11431_3991_1.tbl,211,211
TrES-3 b,Transmission,2017PASP..129f4401R,Ricci et al. 2017,Ricci et al. 2017,2,Multiple Instruments,Multiple Observatories,0.63,0.9222,,,,3.11431_3991_2,88/05/43/72/TrES_3_b_3.11431_3991_2.tbl,212,212
TrES-3 b,Transmission,2017PASP..129f4401R,Ricci et al. 2017,Ricci et al. 2017,3,SBIG STL-1301E,University of Monterrey (UDEM) 0.36m telescope at Observatorio de la Universidad de Monterrey,0.5537,0.7886,,,,3.11431_3991_3,67/93/85/11/TrES_3_b_3.11431_3991_3.tbl,213,213
TrES-4 b,Emission,2009ApJ...691..866K,Knutson et al. 2009,Knutson et al. 2009,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 1,3.11432_4079_1,02/01/49/01/TrES_4_b_3.11432_4079_1.tbl,214,214
TrES-4 b,Transmission,2014ApJ...785..148R,Ranjan et al. 2014,Ranjan et al. 2014,10,Wide Field Camera 3,Hubble Space Telescope satellite,1.1225,1.638,,,,3.11432_3622_1,62/31/15/39/TrES_4_b_3.11432_3622_1.tbl,215,215
TrES-4 b,Transmission,2023ApJS..269...31E,Edwards et al. 2023,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141,3.11432_5286_58,33/19/18/62/TrES_4_b_3.11432_5286_58.tbl,216,216
TrES-4 b,Transmission,2023A&A...675A..62J,Jiang et al. 2023,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,,,,3.11432_5312_1,48/53/08/59/TrES_4_b_3.11432_5312_1.tbl,217,217
WASP-10 b,Emission,2015A&A...574A.103C,Cruz et al. 2015,Cruz et al. 2015,1,OMEGA2000,Max Planck Institute for Astronomy and Institute of Astrophysics of Andalusia (CSIC) 3.5m Telescope at Calar Alto Observatory,2.159,2.159,,,eclipse depth taken from Abstract,3.11439_4117_1,53/99/12/80/WASP_10_b_3.11439_4117_1.tbl,218,218
WASP-10 b,Emission,2015ApJ...810..118K,Kammer et al. 2015,Kammer et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,3.11439_4121_1,55/99/97/89/WASP_10_b_3.11439_4121_1.tbl,219,219
WASP-10 b,Transmission,2023A&A...675A..62J,Jiang et al. 2023,Jiang et al. 2023,31,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.43,0.78,,,,3.11439_5312_1,08/10/88/06/WASP_10_b_3.11439_5312_1.tbl,220,220
WASP-12 b,Emission,2014ApJ...791...36S,Stevenson et al. 2014,Stevenson et al. 2014,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 3,3.11441_3580_1,31/08/25/22/WASP_12_b_3.11441_3580_1.tbl,221,221
WASP-12 b,Emission,2014ApJ...791...36S,Stevenson et al. 2014,Stevenson et al. 2014,11,Wide Field Camera 3,Hubble Space Telescope satellite,1.125,1.625,,,Table 3,3.11441_3580_2,83/94/45/90/WASP_12_b_3.11441_3580_2.tbl,222,222
WASP-12 b,Emission,2010ApJ...716L..36L,López-Morales et al. 2010,Lopez-Morales et al. 2010,1,Seaver Prototype Imaging camera (SPICam),Astrophysical Research Consortium (ARC) 3.5m Telescope At Apache Point Observatory (APO),0.9,0.9,,,"text, Section 3, 2nd paragraph",3.11441_4087_1,49/91/83/58/WASP_12_b_3.11441_4087_1.tbl,223,223
WASP-12 b,Emission,2011AJ....141...30C,Croll et al. 2011,Croll et al. 2011,3,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,1.253,2.146,,,eclipse depth taken from Abstract,3.11441_4093_1,05/23/48/18/WASP_12_b_3.11441_4093_1.tbl,224,224
WASP-12 b,Emission,2012ApJ...746...46C,Crossfield et al. 2012,Crossfield et al. 2012,20,SpeX,Infrared Telescope Facility,1.5375,2.3375,,,Table 2,3.11441_4100_1,92/00/10/19/WASP_12_b_3.11441_4100_1.tbl,225,225
WASP-12 b,Emission,2015ApJ...802...28C,Croll et al. 2015,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.22,2.22,,,"Table 5, WASP-12 K_CONT band, Actual Eclipse Depth",3.11441_4119_3,00/77/86/58/WASP_12_b_3.11441_4119_3.tbl,226,226
WASP-12 b,Emission,2015ApJ...802...28C,Croll et al. 2015,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.15,2.15,,,"Table 5, WASP-12 Ks band combined, Actual Eclipse",3.11441_4119_2,70/77/13/75/WASP_12_b_3.11441_4119_2.tbl,227,227
WASP-12 b,Emission,2015ApJ...802...28C,Croll et al. 2015,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,1.04,1.04,,,"Table 5, WASP-12 Y band, Actual Eclipse Depth",3.11441_4119_1,55/29/73/50/WASP_12_b_3.11441_4119_1.tbl,228,228
WASP-12 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Figure 2,3.11441_5219_131,19/48/05/91/WASP_12_b_3.11441_5219_131.tbl,229,229
WASP-12 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,,,Figure 2,3.11441_5219_130,73/01/86/11/WASP_12_b_3.11441_5219_130.tbl,230,230
WASP-12 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11441_5410_10,64/60/81/98/WASP_12_b_3.11441_5410_10.tbl,231,231
WASP-12 b,Transmission,2013MNRAS.436.2956S,Sing et al. 2013,Sing et al. 2013,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2454508.977,2454508.977,,3.11441_3402_1,87/67/17/08/WASP_12_b_3.11441_3402_1.tbl,232,232
WASP-12 b,Transmission,2013MNRAS.436.2956S,Sing et al. 2013,Sing et al. 2013,21,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.335,1.631,2454508.977,2454508.977,,3.11441_3402_2,86/60/25/40/WASP_12_b_3.11441_3402_2.tbl,233,233
WASP-12 b,Transmission,2014AJ....147..161S,Stevenson et al. 2014,Stevenson et al. 2014,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,,3.11441_3579_2,94/67/07/55/WASP_12_b_3.11441_3579_2.tbl,234,234
WASP-12 b,Transmission,2014AJ....147..161S,Stevenson et al. 2014,Stevenson et al. 2014,29,Wide Field Camera 3,Hubble Space Telescope satellite,0.728,1.625,,,,3.11441_3579_1,49/38/33/73/WASP_12_b_3.11441_3579_1.tbl,235,235
WASP-12 b,Transmission,2013MNRAS.434..661C,Copperwheat et al. 2013,Copperwheat et al. 2013,3,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3557,0.601,2454836.403,2454836.403,,3.11441_3581_1,00/45/88/08/WASP_12_b_3.11441_3581_1.tbl,236,236
WASP-12 b,Transmission,2013ApJ...779..128M,Mandell et al. 2013,Mandell et al. 2013,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.145,1.633,2455663.7,2455663.7,,3.11441_3583_1,04/80/62/07/WASP_12_b_3.11441_3583_1.tbl,237,237
WASP-12 b,Transmission,2015ApJ...814...66K,Kreidberg et al. 2015,Kreidberg et al. 2015,13,Wide Field Camera 3,Hubble Space Telescope satellite,0.867,1.6315,,,,3.11441_3677_1,98/21/93/73/WASP_12_b_3.11441_3677_1.tbl,238,238
WASP-12 b,Transmission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,Figure 2,3.11441_5219_85,71/46/21/61/WASP_12_b_3.11441_5219_85.tbl,239,239
WASP-14 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11443_5410_11,98/95/13/75/WASP_14_b_3.11443_5410_11.tbl,240,240
WASP-14 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11443_5410_12,19/88/79/21/WASP_14_b_3.11443_5410_12.tbl,241,241
WASP-14 b,Transmission,2015ApJ...811..122W,Wong et al. 2015,Wong et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2456034.212,2456043.187,,3.11443_3670_1,62/73/73/30/WASP_14_b_3.11443_3670_1.tbl,242,242
WASP-17 b,Transmission,2014MNRAS.437.1511B,Bento et al. 2014,Bento et al. 2014,3,ULTRACAM,New Technology Telescope,0.365,0.658,2454558.685,2454558.685,,3.11446_3416_1,16/61/76/33/WASP_17_b_3.11446_3416_1.tbl,243,243
WASP-17 b,Transmission,2013ApJ...779..128M,Mandell et al. 2013,Mandell et al. 2013,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.128,1.634,2455750.795,2455750.795,,3.11446_3583_1,50/19/25/79/WASP_17_b_3.11446_3583_1.tbl,244,244
WASP-17 b,Transmission,2011MNRAS.412.2376W,Wood et al. 2011,Wood et al. 2011,2,GIRAFFE,The Very Large Telescope,0.589,0.5896,,,,3.11446_3584_1,69/16/16/93/WASP_17_b_3.11446_3584_1.tbl,245,245
WASP-17 b,Transmission,2016Natur.529...59S,Sing et al. 2016,Sing et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.56,4.5,,,,3.11446_3717_2,69/71/81/60/WASP_17_b_3.11446_3717_2.tbl,246,246
WASP-17 b,Transmission,2016Natur.529...59S,Sing et al. 2016,Sing et al. 2016,25,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.34,0.985,,,,3.11446_3717_3,08/34/79/65/WASP_17_b_3.11446_3717_3.tbl,247,247
WASP-17 b,Transmission,2016Natur.529...59S,Sing et al. 2016,Sing et al. 2016,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1319,1.6423,,,,3.11446_3717_1,07/79/92/43/WASP_17_b_3.11446_3717_1.tbl,248,248
WASP-17 b,Transmission,2016A&A...596A..47S,Sedaghati et al. 2016,Sedaghati et al. 2016,41,FORS2,Very Large Telescope (Antu),0.575,0.795,2457192.698,2457192.698,,3.11446_3889_1,56/80/91/01/WASP_17_b_3.11446_3889_1.tbl,249,249
WASP-17 b,Transmission,2022AJ....164....2S,Saba et al. 2022,Saba et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.56,4.5,,,Reduced and Fitted Spectral Data Using TLCD-LSTM,3.11446_5262_2,91/83/55/39/WASP_17_b_3.11446_5262_2.tbl,250,250
WASP-17 b,Transmission,2022AJ....164....2S,Saba et al. 2022,Saba et al. 2022,9,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.385,0.56,2456086.5,2456086.5,Reduced and Fitted Using Iraclis - visit 1,3.11446_5262_3,38/61/21/27/WASP_17_b_3.11446_5262_3.tbl,251,251
WASP-17 b,Transmission,2022AJ....164....2S,Saba et al. 2022,Saba et al. 2022,9,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.385,0.56,2456366.5,2456366.5,Reduced and Fitted Using Iraclis - visit 2,3.11446_5262_4,74/62/53/66/WASP_17_b_3.11446_5262_4.tbl,252,252
WASP-17 b,Transmission,2022AJ....164....2S,Saba et al. 2022,Saba et al. 2022,7,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.57,0.87,2456370.5,2456370.5,Reduced and Fitted Using Iraclis - visit 3,3.11446_5262_5,82/21/06/48/WASP_17_b_3.11446_5262_5.tbl,253,253
WASP-17 b,Transmission,2022AJ....164....2S,Saba et al. 2022,Saba et al. 2022,39,Wide Field Camera 3,Hubble Space Telescope satellite,0.813,1.629,,,Reduced and Fitted Spectral Data Using Iraclis,3.11446_5262_1,80/97/30/88/WASP_17_b_3.11446_5262_1.tbl,254,254
WASP-17 b,Transmission,2023ApJ...956L..29G,Grant et al. 2023,Grant et al. 2023,28,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.875,,,Eureka! pipeline,3.11446_5275_2,61/35/02/74/WASP_17_b_3.11446_5275_2.tbl,255,255
WASP-17 b,Transmission,2023ApJ...956L..29G,Grant et al. 2023,Grant et al. 2023,28,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.875,,,ExoTiC-MIRI pipeline,3.11446_5275_1,85/61/90/01/WASP_17_b_3.11446_5275_1.tbl,256,256
WASP-17 b,Transmission,2023A&A...677A..51P,Panek et al. 2023,Panek et al. 2023,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.0994,1.6616,,,,3.11446_5295_1,84/17/07/67/WASP_17_b_3.11446_5295_1.tbl,257,257
WASP-18 b,Emission,2011ApJ...742...35N,Nymeyer et al. 2010,Nymeyer et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 2,3.11447_2092_1,80/87/43/31/WASP_18_b_3.11447_2092_1.tbl,258,258
WASP-18 b,Emission,2015MNRAS.454.3002Z,Zhou et al. 2015,Zhou et al. 2015,1,IRIS2,Anglo Australian Telescope,2.159,2.159,,,Table 2,3.11447_4122_1,24/37/72/42/WASP_18_b_3.11447_4122_1.tbl,259,259
WASP-18 b,Emission,2018ApJ...855L..30A,Arcangeli et al. 2018,Arcangeli et al. 2018,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 1,3.11447_4180_2,96/04/40/40/WASP_18_b_3.11447_4180_2.tbl,260,260
WASP-18 b,Emission,2018ApJ...855L..30A,Arcangeli et al. 2018,Arcangeli et al. 2018,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.156,1.583,,,Table 1,3.11447_4180_1,16/63/04/19/WASP_18_b_3.11447_4180_1.tbl,261,261
WASP-18 b,Emission,2017ApJ...850L..32S,Sheppard et al. 2017,Sheppard et al. 2017,1,IRIS2,Anglo Australian Telescope,2.15,2.15,,,Table 1,3.11447_4181_1,88/51/82/86/WASP_18_b_3.11447_4181_1.tbl,262,262
WASP-18 b,Emission,2017ApJ...850L..32S,Sheppard et al. 2017,Sheppard et al. 2017,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Table 1,3.11447_4181_2,62/81/47/23/WASP_18_b_3.11447_4181_2.tbl,263,263
WASP-18 b,Emission,2017ApJ...850L..32S,Sheppard et al. 2017,Sheppard et al. 2017,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.127,1.647,,,Table 1,3.11447_4181_3,87/43/15/44/WASP_18_b_3.11447_4181_3.tbl,264,264
WASP-18 b,Emission,2023arXiv230108192C,Coulombe et al. 2023,Coulombe et al. 2023,408,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8543,2.827,,,nirHiss pipeline,3.11447_5159_2,89/32/55/34/WASP_18_b_3.11447_5159_2.tbl,265,265
WASP-18 b,Emission,2023arXiv230108192C,Coulombe et al. 2023,Coulombe et al. 2023,408,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8744,2.8412,,,transitspectroscopy pipeline,3.11447_5159_4,78/74/21/77/WASP_18_b_3.11447_5159_4.tbl,266,266
WASP-18 b,Emission,2023arXiv230108192C,Coulombe et al. 2023,Coulombe et al. 2023,408,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8543,2.827,,,supreme-SPOON pipeline,3.11447_5159_3,93/81/48/18/WASP_18_b_3.11447_5159_3.tbl,267,267
WASP-18 b,Emission,2023arXiv230108192C,Coulombe et al. 2023,Coulombe et al. 2023,408,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8543,2.827,,,NAMELESS pipeline,3.11447_5159_1,23/32/50/44/WASP_18_b_3.11447_5159_1.tbl,268,268
WASP-18 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Figure 2,3.11447_5219_133,98/07/29/44/WASP_18_b_3.11447_5219_133.tbl,269,269
WASP-18 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,3.11447_5219_132,88/24/92/52/WASP_18_b_3.11447_5219_132.tbl,270,270
WASP-18 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11447_5410_13,85/80/63/10/WASP_18_b_3.11447_5410_13.tbl,271,271
WASP-18 b,Transmission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,Figure 2,3.11447_5219_86,69/19/89/96/WASP_18_b_3.11447_5219_86.tbl,272,272
WASP-18 b,Transmission,2023ApJS..269...31E,Edwards et al. 2023,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141,3.11447_5286_65,07/44/64/41/WASP_18_b_3.11447_5286_65.tbl,273,273
WASP-19 b,Emission,2013ApJ...774..118Z,Zhou et al. 2013,Zhou et al. 2013,1,Merope 2Kx2K,Las Cumbres Observatory Global Telescope Network (LCOGTN) 2m Faulkes Telescope South at Siding Spring Observatory (SSO),0.866,0.866,,,eclipse depth taken from Abstract,3.11448_3426_1,96/47/48/67/WASP_19_b_3.11448_3426_1.tbl,274,274
WASP-19 b,Emission,2010MNRAS.404L.114G,Gibson et al. 2010,Gibson et al. 2010,1,High Acuity Wide-field K-band Imager (HAWK-I),European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,2.095,2.095,,,eclipse depth taken from Abstract,3.11448_4089_1,65/31/22/32/WASP_19_b_3.11448_4089_1.tbl,275,275
WASP-19 b,Emission,2013MNRAS.430.3422A,Anderson et al. 2013,Anderson et al. 2013,6,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,1.6,8,,,Table 3,3.11448_4111_1,93/87/77/47/WASP_19_b_3.11448_4111_1.tbl,276,276
WASP-19 b,Emission,2014MNRAS.445.2746Z,Zhou et al. 2014,Zhou et al. 2014,1,IRIS2,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),2.144,2.144,,,Table 3,3.11448_4116_1,75/89/19/05/WASP_19_b_3.11448_4116_1.tbl,277,277
WASP-19 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8,,,Figure 2,3.11448_5219_135,66/24/88/92/WASP_19_b_3.11448_5219_135.tbl,278,278
WASP-19 b,Emission,2022ApJS..260....3C,Changeat et al. 2022,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2,3.11448_5219_134,31/17/62/13/WASP_19_b_3.11448_5219_134.tbl,279,279
WASP-19 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11448_5410_15,99/84/68/60/WASP_19_b_3.11448_5410_15.tbl,280,280
WASP-19 b,Emission,2020AJ....159..137G,Garhart et al. 2020,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,3.11448_5410_14,31/30/16/07/WASP_19_b_3.11448_5410_14.tbl,281,281
WASP-19 b,Transmission,2013MNRAS.436....2M,Mancini et al. 2013,Mancini et al. 2013,1,DFOSC imager,Danish 1.54m telescope at European Southern Observatory,0.6469,0.6469,,,,3.11448_3334_2,69/12/44/66/WASP_19_b_3.11448_3334_2.tbl,282,282
WASP-19 b,Transmission,2013MNRAS.436....2M,Mancini et al. 2013,Mancini et al. 2013,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.4858,0.9222,,,,3.11448_3334_1,73/37/34/13/WASP_19_b_3.11448_3334_1.tbl,283,283
WASP-19 b,Transmission,2013MNRAS.436....2M,Mancini et al. 2013,Mancini et al. 2013,1,,0.3-m Perth Exoplanet Survey Telescope,0.6469,0.6469,,,,3.11448_3334_3,69/06/03/79/WASP_19_b_3.11448_3334_3.tbl,284,284
WASP-19 b,Transmission,2013ApJ...774..118Z,Zhou et al. 2013,Zhou et al. 2013,1,Merope 2Kx2K,Faulkes Telescope South,0.866,0.866,2456291.059,2456291.059,,3.11448_3426_2,45/42/66/53/WASP_19_b_3.11448_3426_2.tbl,285,285
WASP-19 b,Transmission,2013ApJ...779..128M,Mandell et al. 2013,Mandell et al. 2013,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.118,1.624,2455744.032,2455744.032,,3.11448_3583_1,77/92/88/92/WASP_19_b_3.11448_3583_1.tbl,286,286
